,CD141+_1,CD141+_2,CD141+_3,CD141+_4,CD1C+_1,CD1C+_2,CD1C+_3,CD1C+_4,IL7R+CCR7+_1,IL7R+CCR7+_2,IL7R+CCR7+_3,IL7R+CCR7+_4
OR4F5,0,0,0,0,0,0,0,0,0,0,0,0
SAMD11,2.62310110233111,5.35744870687487,4.71423004083382,4.31763435714468,4.38889440839741,4.55098959301759,4.03409259910589,2.11032577763487,2.30331566908067,1.95024411808302,2.01304742164381,3.82789450082932
NOC2L,72.9029927461003,83.7949419185302,84.1646599347438,59.8100435153743,56.5201313040785,73.0110240579493,58.9820963028814,51.3078420400851,46.3598032067756,38.6118842398863,43.1766971937909,69.0969856961398
KLHL17,3.90854757562158,3.16709344279907,3.67679582701013,4.03293034675709,2.5132830385407,4.58351563084581,4.46064652596986,4.87804221228056,7.18887577674738,4.64551088739181,4.7700564854991,3.85339511820364
PLEKHN1,1.56130356738855,1.61015682418509,0.352494792310607,0.379056318798484,0.860531079203841,0.568218249207792,0.391136560114703,1.29905112842236,0.662690631351852,1.01219455525432,3.47062440195377,1.78645486998635
PERM1,0.5319236366974,0,0,0.862480436822222,0.059333249303555,0.208951492731785,0.323624379323876,0,0.243691920900804,0.767694191135863,0,0.278887467304671
HES4,14.4289554034267,24.9178763857237,16.3756637041972,24.9736407245606,12.3566002699869,9.11910664880972,8.25946537570776,7.49794701449228,12.8742572594679,13.0381915382502,18.6236999635095,14.690933662326
ISG15,45.2978876640145,43.4089757738855,42.5808345602343,40.4694931698957,48.5247720418886,45.9498085163214,27.0552729517133,40.1532903787333,40.0813709731285,29.4263510530889,56.4861784455865,46.1236054207317
AGRN,5.92542560158175,3.31641824010929,2.2123433377654,3.46875466189576,2.68156725017504,1.94524167132123,2.90120823018586,4.10508850732912,11.013660669022,23.2120809158462,25.2142800351844,12.2847777678272
RNF223,0.273592689207135,0.085653715692436,0.350023745746916,0.282299303668797,0.213624653643926,0,0,0,0,0,0,0.401644874048872
C1orf159,1.52276272621504,1.44307949475367,2.05346895064969,2.93011673638766,1.79955624081951,2.037029167992,1.89881477017616,0.873191675139328,2.8376501817516,3.02388186758988,2.19564447529301,2.99070414796166
TTLL10,1.25375254914627,0.082634221276699,0,0.544695181920418,1.28808677159126,0,0,0.881500287372128,1.42840671464859,0,0,1.38041869690383
TNFRSF18,6.83702139247845,4.0431054645244,3.15864494063439,6.07479253391227,5.19014350112268,1.30556553122926,2.96569066249501,6.11876260014772,17.5102428419527,40.815452491381,40.9502385693988,10.1764204712025
TNFRSF4,2.11656773044962,1.04128241703494,2.90127177982554,4.52384224048911,2.71505639114096,1.35108205178344,1.82428121941547,1.30680903592957,19.2721936096938,41.5163957648465,23.1885444926245,18.1438579310134
SDF4,70.2266359930214,84.0686945020685,93.1675649493751,79.7589352870774,70.2356488132997,90.7416562778971,70.9077119575053,72.9425438599671,96.2157183011774,100.172331767538,90.9497776249395,107.090323712006
B3GALT6,4.12251079840957,3.22658811616337,4.7947077019131,1.74015105516834,3.87732208052387,3.41365189854362,3.1256886397691,5.44823904022568,2.70421686513475,4.56067699786583,2.91579794171218,3.95443749102943
UBE2J2,13.5835983169042,14.7285854090041,15.6828763263116,14.0158728557089,16.3405178879938,17.1194773934767,14.5801299316441,15.4036408887627,16.7340635530627,15.9240558319387,16.6318010975057,18.0768322101372
